('AMC Empire 25', 300, 'IMAX', 'USA, New York'),
('Kinepolis Brussels', 280, 'IMAX', 'Belgium, Brussels'),
('UGC Toison d''Or', 230, 'Standard', 'Belgium, Brussels'),
('Kinepolis Antwerp', 200, '3D', 'Belgium, Antwerp'),
('UGC De Brouckère', 310, '3D', 'Belgium, Brussels'),
('Kinepolis Ghent', 260, 'Standard', 'Belgium, Ghent'),
('UGC Ciné Cité Liège', 220, 'IMAX', 'Belgium, Liège'),
('Kinepolis Brugge', 190, '3D', 'Belgium, Bruges'),
('UGC Ciné Cité Strasbourg', 240, 'Standard', 'Belgium, Strasbourg'),
('Kinepolis Leuven', 290, 'IMAX', 'Belgium, Leuven'),
('UGC Ciné Cité Metz', 170, 'Standard', 'Belgium, Metz'),
('PVR Cinemas Phoenix Marketcity', 280, 'IMAX', 'India, Mumbai'),
('INOX R-City Mall', 230, 'Standard', 'India, Mumbai'),
('Carnival Cinemas High Street Phoenix', 200, '3D', 'India, Mumbai'),
('PVR Cinemas Oberoi Mall', 310, '3D', 'India, Mumbai'),
('INOX Metro Junction Mall', 260, 'Standard', 'India, Kalyan'),
('Carnival Cinemas Dreams Mall', 220, 'IMAX', 'India, Bhandup'),
('PVR Cinemas Inorbit Mall', 190, '3D', 'India, Malad'),
('INOX Growel''s 101 Mall', 240, 'Standard', 'India, Kandivali'),
('Carnival Cinemas Moviestar', 290, 'IMAX', 'India, Goregaon'),
('PVR Cinemas Xperia Mall', 170, 'Standard', 'India, Palava'),
('CineStar Original im Sony Center', 280, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 230, 'Standard', 'Germany, Berlin'),
('Cineplex Titania', 200, '3D', 'Germany, Berlin'),
('UCI Kinowelt Friedrichshain', 310, '3D', 'Germany, Berlin'),
('CineStar Cubix am Alexanderplatz', 260, 'Standard', 'Germany, Berlin'),
('UCI Kinowelt Gropius Passagen', 220, 'IMAX', 'Germany, Berlin'),
('Cineplex Alhambra', 190, '3D', 'Germany, Berlin'),
('UCI Kinowelt Mercedes Platz', 240, 'Standard', 'Germany, Berlin'),
('CineStar Hellersdorf', 290, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 170, 'Standard', 'Germany, Berlin'),
('UGC Ciné Cité Bercy', 280, 'IMAX', 'France, Paris'),
('Gaumont Opéra Capucines', 230, 'Standard', 'France, Paris'),
('UGC Ciné Cité La Défense', 200, '3D', 'France, La Défense'),
('Pathé Beaugrenelle', 310, '3D', 'France, Paris'),
('UGC Ciné Cité Les Halles', 260, 'Standard', 'France, Paris'),
('Pathé Wepler', 220, 'IMAX', 'France, Paris'),
('VOX Cinemas Mall of the Emirates', 280, 'IMAX', 'UAE, Dubai'),
('Reel Cinemas The Dubai Mall', 230, 'Standard', 'UAE, Dubai'),
('Novo Cinemas Ibn Battuta Mall', 200, '3D', 'UAE, Dubai'),
('VOX Cinemas City Centre Deira', 310, '3D', 'UAE, Dubai'),
('Reel Cinemas Dubai Marina Mall', 260, 'Standard', 'UAE, Dubai'),
('Novo Cinemas Festival City', 220, 'IMAX', 'UAE, Dubai'),
('VOX Cinemas Mercato Mall', 190, '3D', 'UAE, Dubai'),
('Reel Cinemas Al Ghurair Centre', 240, 'Standard', 'UAE, Dubai'),
('Novo Cinemas Dragon Mart', 290, 'IMAX', 'UAE, Dubai'),
('VOX Cinemas Al Muhaisnah', 170, 'Standard', 'UAE, Dubai'),
('Ster-Kinekor Sandton City', 280, 'IMAX', 'South Africa, Johannesburg'),
('Nu Metro Menlyn Park', 230, 'Standard', 'South Africa, Pretoria'),
('Ster-Kinekor Mall of Africa', 200, '3D', 'South Africa, Midrand'),
('Nu Metro Canal Walk', 310, '3D', 'South Africa, Cape Town'),
('Ster-Kinekor Eastgate', 260, 'Standard', 'South Africa, Johannesburg'),
('Nu Metro V&A Waterfront', 220, 'IMAX', 'South Africa, Cape Town'),
('Ster-Kinekor The Grove Mall', 190, '3D', 'South Africa, Pretoria'),
('Nu Metro Clearwater Mall', 240, 'Standard', 'South Africa, Roodepoort'),
('Ster-Kinekor Westgate Shopping Centre', 290, 'IMAX', 'South Africa, Roodepoort'),
('Nu Metro Pavilion', 170, 'Standard', 'South Africa, Durban'),
('Pathe Tuschinski', 280, 'IMAX', 'Netherlands, Amsterdam'),
('Vue Cinemas De Kuip', 230, 'Standard', 'Netherlands, Rotterdam'),
('Pathe Arena', 200, '3D', 'Netherlands, Amsterdam'),
('Vue Cinemas Alkmaar', 310, '3D', 'Netherlands, Alkmaar'),
('Pathe Schouwburgplein', 260, 'Standard', 'Netherlands, Rotterdam'),
('Vue Cinemas Amersfoort', 220, 'IMAX', 'Netherlands, Amersfoort'),
('Pathe Buitenhof', 190, '3D', 'Netherlands, The Hague'),
('Vue Cinemas Hilversum', 240, 'Standard', 'Netherlands, Hilversum'),
('Pathe De Munt', 290, 'IMAX', 'Netherlands, Amsterdam'),
('Vue Cinemas Eindhoven', 170, 'Standard', 'Netherlands, Eindhoven'),
('Hoyts Melbourne Central', 280, 'IMAX', 'Australia, Melbourne'),
('Event Cinemas George Street', 230, 'Standard', 'Australia, Sydney'),
('Hoyts Highpoint', 200, '3D', 'Australia, Melbourne'),
('Event Cinemas Pacific Fair', 310, '3D', 'Australia, Gold Coast'),
('Hoyts Chadstone', 260, 'Standard', 'Australia, Melbourne'),
('Event Cinemas Chermside', 220, 'IMAX', 'Australia, Brisbane'),
('Hoyts Broadway', 190, '3D', 'Australia, Sydney'),
('Event Cinemas Garden City', 240, 'Standard', 'Australia, Perth'),
('Hoyts Sylvia Park', 290, 'IMAX', 'Australia, Auckland'),
('Event Cinemas Marion', 170, 'Standard', 'Australia, Adelaide'),
('Cineplexx Donauplex', 280, 'IMAX', 'Austria, Vienna'),
('UCI Kinowelt Millennium City', 230, 'Standard', 'Austria, Vienna'),
('Cineplexx Graz', 200, '3D', 'Austria, Graz'),
('Urania Kino', 310, '3D', 'Austria, Vienna'),
('Cineplexx Linz', 260, 'Standard', 'Austria, Linz'),
('UCI Kinowelt Annenhof', 220, 'IMAX', 'Austria, Graz'),
('Cineplexx Salzburg City', 190, '3D', 'Austria, Salzburg'),
('UCI Kinowelt SCS', 240, 'Standard', 'Austria, Vösendorf'),
('Cineplexx Hohenems', 290, 'IMAX', 'Austria, Hohenems'),
('Urania Kino Center', 170, 'Standard', 'Austria, Salzburg'),
('Cinemaximum Kanyon', 280, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum İstinyePark', 230, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Akasya', 200, '3D', 'Turkey, Istanbul'),
('Cinemaximum Marmara Forum', 310, '3D', 'Turkey, Istanbul'),
('Cinemaximum Emaar Square Mall', 260, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Viaport Venezia', 220, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Trump Towers', 190, '3D', 'Turkey, Istanbul'),
('Cinemaximum Palladium', 240, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Optimum Outlet', 290, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Capacity Sinemaları', 170, 'Standard', 'Turkey, Istanbul'),
('PVR Cinemas Phoenix Marketcity', 280, 'IMAX', 'India, Mumbai'),
('INOX R-City Mall', 230, 'Standard', 'India, Mumbai'),
('Carnival Cinemas High Street Phoenix', 200, '3D', 'India, Mumbai'),
('PVR Cinemas Oberoi Mall', 310, '3D', 'India, Mumbai'),
('INOX Metro Junction Mall', 260, 'Standard', 'India, Kalyan'),
('Carnival Cinemas Dreams Mall', 220, 'IMAX', 'India, Bhandup'),
('PVR Cinemas Inorbit Mall', 190, '3D', 'India, Malad'),
('INOX Growel''s 101 Mall', 240, 'Standard', 'India, Kandivali'),
('Carnival Cinemas Moviestar', 290, 'IMAX', 'India, Goregaon'),
('PVR Cinemas Xperia Mall', 170, 'Standard', 'India, Palava'),
('CineStar Original im Sony Center', 280, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 230, 'Standard', 'Germany, Berlin'),
('Cineplex Titania', 200, '3D', 'Germany, Berlin'),
('UCI Kinowelt Friedrichshain', 310, '3D', 'Germany, Berlin'),
('CineStar Cubix am Alexanderplatz', 260, 'Standard', 'Germany, Berlin'),
('UCI Kinowelt Gropius Passagen', 220, 'IMAX', 'Germany, Berlin'),
('Cineplex Alhambra', 190, '3D', 'Germany, Berlin'),
('UCI Kinowelt Mercedes Platz', 240, 'Standard', 'Germany, Berlin'),
('CineStar Hellersdorf', 290, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt Colosseum', 170, 'Standard', 'Germany, Berlin'),
('UGC Ciné Cité Bercy', 280, 'IMAX', 'France, Paris'),
('Gaumont Opéra Capucines', 230, 'Standard', 'France, Paris'),
('UGC Ciné Cité La Défense', 200, '3D', 'France, La Défense'),
('Pathé Beaugrenelle', 310, '3D', 'France, Paris'),
('UGC Ciné Cité Les Halles', 260, 'Standard', 'France, Paris'),
('Pathé Wepler', 220, 'IMAX', 'France, Paris'),
('Cairo Festival City Mall Cinemas', 280, 'IMAX', 'Egypt, Cairo'),
('Americana Plaza Cinemas', 230, 'Standard', 'Egypt, Cairo'),
('City Centre Alexandria Cinemas', 200, '3D', 'Egypt, Alexandria'),
('Mall of Arabia Cinemas', 310, '3D', 'Egypt, 6th of October City'),
('Point 90 Mall Cinemas', 260, 'Standard', 'Egypt, New Cairo'),
('Dandy Mega Mall Cinemas', 220, 'IMAX', 'Egypt, Cairo'),
('Mall of Egypt Cinemas', 190, '3D', 'Egypt, 6th of October City'),
('Citystars Heliopolis Cinemas', 240, 'Standard', 'Egypt, Cairo'),
('Porto Cairo Mall Cinemas', 290, 'IMAX', 'Egypt, Cairo'),
('Green Plaza Mall Cinemas', 170, 'Standard', 'Egypt, Alexandria'),
('Packages Mall Cinestar', 280, 'IMAX', 'Pakistan, Lahore'),
('Nueplex Cinemas', 230, 'Standard', 'Pakistan, Karachi'),
('Cinepax Packages Mall', 200, '3D', 'Pakistan, Lahore'),
('Atrium Cinemas', 310, '3D', 'Pakistan, Karachi'),
('Cinegold Plex', 260, 'Standard', 'Pakistan, Rawalpindi'),
('Cinepax Lake City', 220, 'IMAX', 'Pakistan, Lahore'),
('Universal Cinemas', 190, '3D', 'Pakistan, Lahore'),
('Sozo World Cinema', 240, 'Standard', 'Pakistan, Lahore'),
('Cinepax Ocean Tower', 290, 'IMAX', 'Pakistan, Karachi'),
('Cinegold Plex Rawalpindi', 170, 'Standard', 'Pakistan, Rawalpindi'),
('Star Cineplex', 280, 'IMAX', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas', 230, 'Standard', 'Bangladesh, Dhaka'),
('Balaka Cineworld', 200, '3D', 'Bangladesh, Dhaka'),
('Shyamoli Cinema', 310, '3D', 'Bangladesh, Dhaka'),
('Show Motion Cinemas', 260, 'Standard', 'Bangladesh, Dhaka'),
('Joya Cinema', 220, 'IMAX', 'Bangladesh, Dhaka'),
('Modhumita Cinema Hall', 190, '3D', 'Bangladesh, Dhaka'),
('Star Cineplex Bashundhara', 240, 'Standard', 'Bangladesh, Dhaka'),
('Chhaya Cinema', 290, 'IMAX', 'Bangladesh, Dhaka'),
('Shishu Academy Cinema Hall', 170, 'Standard', 'Bangladesh, Dhaka'),
('Vie Show Cinemas', 280, 'IMAX', 'Taiwan, Taipei'),
('Ambassador Theaters', 230, 'Standard', 'Taiwan, Taipei'),
('Mega City Mall Cinema', 200, '3D', 'Taiwan, Kaohsiung'),
('Miramar Cinemas', 310, '3D', 'Taiwan, Taipei'),
('Viewshow Cinemas', 260, 'Standard', 'Taiwan, Taipei'),
('Shin Kong Cinemas', 220, 'IMAX', 'Taiwan, Taipei'),
('Vie Show Cinemas - T.S. Mall', 190, '3D', 'Taiwan, Taichung'),
('Showtime Cinemas', 240, 'Standard', 'Taiwan, Taoyuan'),
('MCL Cinemas', 290, 'IMAX', 'Taiwan, Taipei'),
('E-DA Outlet Mall Cinema', 170, 'Standard', 'Taiwan, Kaohsiung'),
('Cinemark Downtown', 280, 'IMAX', 'Brazil, Rio de Janeiro'),
('Kinoplex Leblon', 230, 'Standard', 'Brazil, Rio de Janeiro'),
('Cinépolis Lagoon', 200, '3D', 'Brazil, Rio de Janeiro'),
('Cinemark Village Mall', 310, '3D', 'Brazil, Rio de Janeiro'),
('UCI New York City Center', 260, 'Standard', 'Brazil, Rio de Janeiro'),
('Kinoplex Tijuca', 220, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinépolis Icaraí', 190, '3D', 'Brazil, Niterói'),
('Cinemark Botafogo Praia Shopping', 240, 'Standard', 'Brazil, Rio de Janeiro'),
('Kinoplex Nova América', 290, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinépolis Caxias Shopping', 170, 'Standard', 'Brazil, Duque de Caxias'),
('VOX Cinemas Red Sea Mall', 280, 'IMAX', 'Saudi Arabia, Jeddah'),
('Empire Cinemas', 230, 'Standard', 'Saudi Arabia, Riyadh'),
('Muvi Cinemas Park Mall', 200, '3D', 'Saudi Arabia, Riyadh'),
('VOX Cinemas Riyadh Park', 310, '3D', 'Saudi Arabia, Riyadh'),
('Muvi Cinemas Hayat Mall', 260, 'Standard', 'Saudi Arabia, Riyadh'),
('VOX Cinemas Granada Center', 220, 'IMAX', 'Saudi Arabia, Riyadh'),
('Muvi Cinemas Sahara Mall', 190, '3D', 'Saudi Arabia, Riyadh'),
('Empire Cinemas Panorama', 240, 'Standard', 'Saudi Arabia, Riyadh'),
('VOX Cinemas Al Qasr Mall', 290, 'IMAX', 'Saudi Arabia, Riyadh'),
('Muvi Cinemas Al Nakheel Mall', 170, 'Standard', 'Saudi Arabia, Riyadh'),
('GSC Mid Valley Megamall', 280, 'IMAX', 'Malaysia, Kuala Lumpur'),
('TGV Cinemas Sunway Pyramid', 230, 'Standard', 'Malaysia, Petaling Jaya'),
('MBO Cinemas KSL City', 200, '3D', 'Malaysia, Johor Bahru'),
('GSC 1 Utama', 310, '3D', 'Malaysia, Petaling Jaya'),
('TGV Cinemas Bukit Tinggi', 260, 'Standard', 'Malaysia, Klang'),
('MBO Cinemas Setapak Central', 220, 'IMAX', 'Malaysia, Kuala Lumpur'),
('GSC Pavilion KL', 190, '3D', 'Malaysia, Kuala Lumpur'),
('TGV Cinemas AEON Tebrau City', 240, 'Standard', 'Malaysia, Johor Bahru'),
('MBO Cinemas The Starling', 290, 'IMAX', 'Malaysia, Petaling Jaya'),
('GSC Gurney Plaza', 170, 'Standard', 'Malaysia, George Town'),
('Cinemark Palermo', 280, 'IMAX', 'Argentina, Buenos Aires'),
('Hoyts Abasto', 230, 'Standard', 'Argentina, Buenos Aires'),
('Cinema Devoto', 200, '3D', 'Argentina, Buenos Aires'),
('Village Cines Recoleta', 310, '3D', 'Argentina, Buenos Aires'),
('Showcase Belgrano', 260, 'Standard', 'Argentina, Buenos Aires'),
('Cinépolis Caballito', 220, 'IMAX', 'Argentina, Buenos Aires'),
('Hoyts Dot Baires', 190, '3D', 'Argentina, Buenos Aires'),
('Cinemark Tortugas Mall', 240, 'Standard', 'Argentina, Pilar'),
('Village Cines Avellaneda', 290, 'IMAX', 'Argentina, Avellaneda'),
('Showcase Norte', 170, 'Standard', 'Argentina, Vicente López'),
('CGV Yongsan', 280, 'IMAX', 'South Korea, Seoul'),
('Lotte Cinema World Tower', 230, 'Standard', 'South Korea, Seoul'),
('Megabox COEX', 200, '3D', 'South Korea, Seoul'),
('CGV Gangnam', 310, '3D', 'South Korea, Seoul'),
('Lotte Cinema Hongdae', 260, 'Standard', 'South Korea, Seoul'),
('Megabox Dongdaemun', 220, 'IMAX', 'South Korea, Seoul'),
('CGV Sinchon', 190, '3D', 'South Korea, Seoul'),
('Lotte Cinema Nowon', 240, 'Standard', 'South Korea, Seoul'),
('Megabox Mokdong', 290, 'IMAX', 'South Korea, Seoul'),
('CGV Wangsimni', 170, 'Standard', 'South Korea, Seoul'),
('Bonifacio High Street Cinemas', 310, '3D', 'Philippines, Taguig City'),
('Robinsons Magnolia Movieworld', 260, 'Standard', 'Philippines, Quezon City'),
('Uptown Mall Cinemas', 290, 'IMAX', 'Philippines, Taguig City'),
('Gateway Cineplex 10', 170, 'Standard', 'Philippines, Quezon City'),
('UCI Cinemas Pioltello', 280, 'IMAX', 'Italy, Milan'),
('The Space Cinema Odeon', 230, 'Standard', 'Italy, Milan'),
('UCI Cinemas Certosa', 200, '3D', 'Italy, Milan'),
('The Space Cinema MilanoFiori', 310, '3D', 'Italy, Assago'),
('UCI Cinemas Bicocca', 260, 'Standard', 'Italy, Milan'),
('The Space Cinema Sesto San Giovanni', 220, 'IMAX', 'Italy, Sesto San Giovanni'),
('UCI Cinemas Fiumara', 190, '3D', 'Italy, Genoa'),
('The Space Cinema Belpasso', 240, 'Standard', 'Italy, Belpasso'),
('UCI Cinemas Firenze', 290, 'IMAX', 'Italy, Florence'),
('Filmstaden Sergel', 280, 'IMAX', 'Sweden, Stockholm'),
('SF Bio Heron City', 230, 'Standard', 'Sweden, Stockholm'),
('Filmstaden Scandinavia', 200, '3D', 'Sweden, Stockholm'),
('SF Bio Mall of Scandinavia', 310, '3D', 'Sweden, Solna'),
('Filmstaden Kista', 260, 'Standard', 'Sweden, Stockholm'),
('SF Bio Sickla', 220, 'IMAX', 'Sweden, Nacka'),
('Filmstaden Söder', 190, '3D', 'Sweden, Stockholm'),
('SF Bio Malmö', 240, 'Standard', 'Sweden, Malmö'),
('Filmstaden Bergakungen', 290, 'IMAX', 'Sweden, Gothenburg'),
('SF Bio Uppsala', 170, 'Standard', 'Sweden, Uppsala'),
('Formula Kino Gorizont', 280, 'IMAX', 'Russia, Moscow'),
('Cinema Park Metropolis', 230, 'Standard', 'Russia, Moscow'),
('Kinomax Kashirskaya Plaza', 200, '3D', 'Russia, Moscow'),
('Formula Kino na Kievskom', 310, '3D', 'Russia, Moscow'),
('Cinema Park Evropeyskiy', 260, 'Standard', 'Russia, Moscow'),
('Kinomax Mega Khimki', 220, 'IMAX', 'Russia, Khimki'),
('Formula Kino Tsaritsyno', 190, '3D', 'Russia, Moscow'),
('Cinema Park Gagarin', 240, 'Standard', 'Russia, Moscow'),
('Kinomax Vegas Kuntsevo', 290, 'IMAX', 'Russia, Moscow'),
('Formula Kino Aurora', 170, 'Standard', 'Russia, Saint Petersburg'),
('Odeon Leicester Square', 280, 'IMAX', 'United Kingdom, London'),
('Vue Cinemas Westfield London', 230, 'Standard', 'United Kingdom, London'),
('Cineworld Leicester Square', 200, '3D', 'United Kingdom, London'),
('Everyman Belsize Park', 310, '3D', 'United Kingdom, London'),
('Curzon Mayfair', 260, 'Standard', 'United Kingdom, London'),
('Picturehouse Central', 220, 'IMAX', 'United Kingdom, London'),
('Showcase Cinema de Lux Leicester', 190, '3D', 'United Kingdom, Leicester'),
('Odeon Trafford Centre', 240, 'Standard', 'United Kingdom, Manchester'),
('Cineworld Glasgow Renfrew Street', 290, 'IMAX', 'United Kingdom, Glasgow'),
('Everyman York', 170, 'Standard', 'United Kingdom, York'),
('Scotiabank Theatre Toronto', 280, 'IMAX', 'Canada, Toronto'),
('Cineplex Cinemas Yonge-Dundas', 230, 'Standard', 'Canada, Toronto'),
('Landmark Cinemas 24 Kanata', 200, '3D', 'Canada, Ottawa'),
('Cineplex Cinemas Mississauga', 310, '3D', 'Canada, Mississauga'),
('Scotiabank Theatre Vancouver', 260, 'Standard', 'Canada, Vancouver'),
('Cineplex Cinemas Scarborough', 220, 'IMAX', 'Canada, Toronto'),
('Landmark Cinemas 16 Country Hills', 190, '3D', 'Canada, Calgary'),
('Cineplex Cinemas Markham', 240, 'Standard', 'Canada, Markham'),
('Scotiabank Theatre Edmonton', 290, 'IMAX', 'Canada, Edmonton'),
('Landmark Cinemas 9 City Centre', 170, 'Standard', 'Canada, Edmonton'),
('Cinemex Reforma', 280, 'IMAX', 'Mexico, Mexico City'),
('Cinepolis Diana', 230, 'Standard', 'Mexico, Mexico City'),
('Cinemex Antara', 200, '3D', 'Mexico, Mexico City'),
('Cinepolis Perisur', 310, '3D', 'Mexico, Mexico City'),
('Cinemex Mundo E', 260, 'Standard', 'Mexico, Tlalnepantla'),
('Cinepolis Universidad', 220, 'IMAX', 'Mexico, Mexico City'),
('Cinemex Santa Fe', 190, '3D', 'Mexico, Mexico City'),
('Cinepolis Pabellon Cuauhtemoc', 240, 'Standard', 'Mexico, Mexico City'),
('Cinemex Plaza Satelite', 290, 'IMAX', 'Mexico, Naucalpan'),
('Cinepolis Oasis Coyoacan', 170, 'Standard', 'Mexico, Mexico City'),
('Golden Village VivoCity', 280, 'IMAX', 'Singapore, Singapore'),
('Cathay Cineplex JEM', 230, 'Standard', 'Singapore, Jurong East'),
('Shaw Theatres Nex', 200, '3D', 'Singapore, Serangoon'),
('Golden Village Suntec City', 310, '3D', 'Singapore, Singapore'),
('Cathay Cineplex Causeway Point', 260, 'Standard', 'Singapore, Woodlands'),
('Shaw Theatres Waterway Point', 220, 'IMAX', 'Singapore, Punggol'),
('Golden Village Plaza', 190, '3D', 'Singapore, Singapore'),
('Cathay Cineplex AMK Hub', 240, 'Standard', 'Singapore, Ang Mo Kio'),
('Shaw Theatres Seletar Mall', 290, 'IMAX', 'Singapore, Sengkang'),
('Golden Village Bishan', 170, 'Standard', 'Singapore, Bishan'),
('Cinema City Nový Smíchov', 280, 'IMAX', 'Czech Republic, Prague'),
('CineStar Anděl', 230, 'Standard', 'Czech Republic, Prague'),
('Cinema City Flora', 200, '3D', 'Czech Republic, Prague'),
('CineStar Černý Most', 310, '3D', 'Czech Republic, Prague'),
('Cinema City Chodov', 260, 'Standard', 'Czech Republic, Prague'),
('CineStar Pankrác', 220, 'IMAX', 'Czech Republic, Prague'),
('Cinema City Arkády Pankrác', 190, '3D', 'Czech Republic, Prague'),
('CineStar Anděl IMAX', 240, 'Standard', 'Czech Republic, Prague'),
('Cinema City Letňany', 290, 'IMAX', 'Czech Republic, Prague'),
('CineStar Anděl 4DX', 170, 'Standard', 'Czech Republic, Prague'),
('Jinyi Cinemas - Hangzhou Kerry Centre', 200, '3D', 'China, Hangzhou'),
('Lumière Pavilions - Beijing Shuangjing', 310, '3D', 'China, Beijing'),
('MixCine - Shenzhen', 260, 'Standard', 'China, Shenzhen'),
('Wanda Cinema - Chengdu Yintai In99', 220, 'IMAX', 'China, Chengdu'),
('CGV Cinema - Guangzhou Haizhu', 190, '3D', 'China, Guangzhou'),
('Jinyi Cinemas - Wuhan World City Mall', 240, 'Standard', 'China, Wuhan'),
('Lumière Pavilions - Shanghai Hongqiao', 290, 'IMAX', 'China, Shanghai'),
('MixCine - Chongqing', 170, 'Standard', 'China, Chongqing'),
('Gaumont Opéra', 280, 'IMAX', 'France, Paris'),
('Pathé Beaugrenelle', 230, 'Standard', 'France, Paris'),
('UGC Ciné Cité Les Halles', 200, '3D', 'France, Paris'),
('MK2 Bibliothèque', 310, '3D', 'France, Paris'),
('Pathé La Villette', 260, 'Standard', 'France, Paris'),
('Gaumont Convention', 220, 'IMAX', 'France, Paris'),
('UGC Ciné Cité Bercy', 190, '3D', 'France, Paris'),
('Pathé Wepler', 240, 'Standard', 'France, Paris'),
('MK2 Quai de Seine', 290, 'IMAX', 'France, Paris'),
('Gaumont Saint-Denis', 170, 'Standard', 'France, Saint-Denis'),
('CineStar Original im Sony Center', 280, 'IMAX', 'Germany, Berlin'),
('UCI Kinowelt am Eastgate', 230, 'Standard', 'Germany, Berlin'),
('CinemaxX Hamburg Dammtor', 200, '3D', 'Germany, Hamburg'),
('Cineplex Leipzig', 310, '3D', 'Germany, Leipzig'),
('CinemaxX Essen', 260, 'Standard', 'Germany, Essen'),
('CineStar Metropolis', 220, 'IMAX', 'Germany, Frankfurt'),
('UCI Kinowelt Duisburg', 190, '3D', 'Germany, Duisburg'),
('CinemaxX Bielefeld', 240, 'Standard', 'Germany, Bielefeld'),
('UCI Kinowelt Düsseldorf', 290, 'IMAX', 'Germany, Düsseldorf'),
('CineStar Kino im Atrium', 170, 'Standard', 'Germany, Weimar'),
('Cine Capitol Gran Vía', 280, 'IMAX', 'Spain, Madrid'),
('Yelmo Cines Islazul', 230, 'Standard', 'Spain, Madrid'),
('Cinesa La Maquinista', 200, '3D', 'Spain, Barcelona'),
('Kinepolis Valencia', 310, '3D', 'Spain, Valencia'),
('Cines Yelmo Sant Cugat', 260, 'Standard', 'Spain, Sant Cugat'),
('Cinesa Diagonal Mar', 220, 'IMAX', 'Spain, Barcelona'),
('Yelmo Cines Ideal', 190, '3D', 'Spain, Madrid'),
('Cine Sur Plaza Éboli', 240, 'Standard', 'Spain, Madrid'),
('Cinesa Parc Vallès', 290, 'IMAX', 'Spain, Terrassa'),
('Multicines Sucre', 170, 'Standard', 'Spain, Vic'),
('Pathe Tuschinski', 280, 'IMAX', 'Netherlands, Amsterdam'),
('Vue Cinemas De Kuip', 230, 'Standard', 'Netherlands, Rotterdam'),
('Kinepolis Jaarbeurs', 200, '3D', 'Netherlands, Utrecht'),
('Pathe de Munt', 310, '3D', 'Netherlands, Amsterdam'),
('Vue Cinemas Eindhoven', 260, 'Standard', 'Netherlands, Eindhoven'),
('Kinepolis Groningen', 220, 'IMAX', 'Netherlands, Groningen'),
('Pathe Scheveningen', 190, '3D', 'Netherlands, The Hague'),
('Vue Cinemas Hilversum', 240, 'Standard', 'Netherlands, Hilversum'),
('Kinepolis Breda', 290, 'IMAX', 'Netherlands, Breda'),
('Pathe Arena', 170, 'Standard', 'Netherlands, Amsterdam'),
('SF Cinema CentralWorld', 280, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Ratchayothin', 230, 'Standard', 'Thailand, Bangkok'),
('Paragon Cineplex', 200, '3D', 'Thailand, Bangkok'),
('Esplanade Cineplex', 310, '3D', 'Thailand, Bangkok'),
('Major Cineplex Pattaya', 260, 'Standard', 'Thailand, Pattaya'),
('SF Cinema City The Mall Bangkapi', 220, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Lotus Nakhon Pathom', 190, '3D', 'Thailand, Nakhon Pathom'),
('SF Cinema City Robinson Srisaman', 240, 'Standard', 'Thailand, Nakhon Pathom'),
('Major Cineplex Lotus Samui', 290, 'IMAX', 'Thailand, Koh Samui'),
('SF Cinema City Terminal 21 Korat', 170, 'Standard', 'Thailand, Nakhon Ratchasima'),
('CGV Vincom Dong Khoi', 280, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('BHD Star Vincom Thao Dien', 230, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema Hanoi', 200, '3D', 'Vietnam, Hanoi'),
('CGV Vincom Center Haiphong', 310, '3D', 'Vietnam, Haiphong'),
('BHD Star Cineplex Bitexco Financial Tower', 260, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema Danang', 220, 'IMAX', 'Vietnam, Danang'),
('CGV Crescent Mall', 190, '3D', 'Vietnam, Ho Chi Minh City'),
('BHD Star Vincom Long Bien', 240, 'Standard', 'Vietnam, Hanoi'),
('Lotte Cinema Nha Trang', 290, 'IMAX', 'Vietnam, Nha Trang'),
('CGV Vincom Plaza Ha Dong', 170, 'Standard', 'Vietnam, Hanoi'),
('Kitag Cinema Capitol', 280, 'IMAX', 'Switzerland, Zurich'),
('Pathe Balexert', 230, 'Standard', 'Switzerland, Geneva'),
('Kitag Cinema Abaton', 200, '3D', 'Switzerland, Zurich'),
('Pathe Mall of Switzerland', 310, '3D', 'Switzerland, Ebikon'),
('Kitag Cinema Maxx', 260, 'Standard', 'Switzerland, Emmenbrücke'),
('Pathe Flon Lausanne', 220, 'IMAX', 'Switzerland, Lausanne'),
('Kitag Cinema Rex', 190, '3D', 'Switzerland, Biel'),
